iter	MAPE	RMSE	R2	MAE
56	0.002948855958	0.1027198662	0.9915036972	0.04020604947
57	0.002947949067	0.1026865416	0.9915092091	0.04019251363
58	0.00294788808	0.1026547776	0.9915144612	0.04019221591
59	0.002947349662	0.1026163072	0.99152082	0.04018560785
60	0.002937772101	0.1025756037	0.9915275453	0.04003370865
61	0.002930806131	0.1025185962	0.99153696	0.03993832843
62	0.002920432575	0.1024877905	0.9915420453	0.03978328838
63	0.002916920191	0.1024564363	0.9915472197	0.03972721649
64	0.002916589626	0.1024352969	0.9915507073	0.03972302306
65	0.002915635148	0.1023957922	0.9915572231	0.03971103438
66	0.002908187832	0.1023450297	0.991565592	0.03960721875
67	0.002907668285	0.1023130744	0.9915708582	0.03960119218
68	0.002903204565	0.1022877648	0.991575028	0.03953345029
69	0.00290197705	0.1022505911	0.9915811505	0.0395179272
70	0.002901067147	0.1022244726	0.9915854509	0.03950546824
71	0.002900888586	0.102208739	0.9915880409	0.03950321633
72	0.002900383332	0.102188785	0.9915913251	0.03949632163
73	0.002898541247	0.1021583962	0.9915963255	0.0394694064
74	0.002898232027	0.1021324369	0.9916005958	0.03946507685
75	0.002897673626	0.1021053954	0.991605043	0.03945800278
76	0.002892647808	0.1020889218	0.9916077517	0.03937539149
77	0.002892274293	0.1020693712	0.9916109657	0.03937045581
78	0.002890262826	0.1020371985	0.9916162534	0.03934000961
79	0.002879343829	0.1019953475	0.9916231292	0.03918722793
80	0.002875235622	0.101963357	0.9916283832	0.03912506274
81	0.002871055772	0.1019373769	0.9916326488	0.03906258121
82	0.002867955476	0.1019276539	0.9916342449	0.03901173385
83	0.002860570043	0.101883463	0.9916414973	0.03890723835
84	0.002857965847	0.1018513479	0.9916467659	0.03887072445
85	0.00285226431	0.1018232813	0.991651369	0.03879178957
86	0.00285035524	0.1018122719	0.9916531742	0.03876011933
87	0.002850217485	0.1018009771	0.9916550261	0.03875830933
88	0.002848720659	0.1017714045	0.9916598737	0.03873942703
89	0.002844236561	0.1017383591	0.9916652889	0.03867597869
90	0.002840085116	0.1016969092	0.991672079	0.03861881222
91	0.002833080954	0.1016647757	0.9916773409	0.03852052963
92	0.002832033854	0.101639987	0.991681399	0.03850739938
93	0.002830897469	0.1016242453	0.9916839755	0.03849099126
94	0.002830602598	0.1016049159	0.9916871387	0.03848741231
95	0.002829628795	0.1015741501	0.9916921722	0.03847479774
96	0.002827351608	0.1015707377	0.9916927304	0.03843693617
97	0.002825461027	0.1015350542	0.9916985663	0.03841110889
98	0.002825043672	0.101514099	0.9917019926	0.03840587653
99	0.002818331126	0.1014767617	0.9917080955	0.03830334579
100	0.002814586355	0.1014705121	0.9917091168	0.03824072926
101	0.00281398063	0.1014465083	0.9917130389	0.03823295714
102	0.002813708679	0.1014305522	0.9917156456	0.03822961233
103	0.002812703646	0.1014061425	0.9917196324	0.03821658683
104	0.00281211851	0.10138939	0.9917223681	0.03820926577
105	0.002809464312	0.1013630778	0.9917266639	0.03816837238
106	0.002804165174	0.1013276694	0.991732443	0.03809303443
107	0.002797820659	0.1012967076	0.9917374947	0.0379964504
108	0.00278923242	0.101263344	0.9917429366	0.03787667838
109	0.002785009284	0.1012365269	0.9917473093	0.03781667214
110	0.002784308807	0.1012133244	0.9917510918	0.03780750312
111	0.002783384775	0.1011898358	0.99175492	0.03779472738
112	0.002781329851	0.1011770424	0.9917570047	0.03776038448
113	0.00278098596	0.101164861	0.9917589895	0.03775550869
114	0.002778765559	0.1011425157	0.9917626296	0.03772521573
115	0.00277481294	0.1011178652	0.9917666443	0.03766588329
116	0.002774695642	0.1011038113	0.9917689328	0.03766449788
117	0.002773800319	0.1010899535	0.9917711891	0.03765178741
118	0.002770435008	0.1010605695	0.9917759721	0.03760523657
119	0.002769792548	0.1010452542	0.9917784646	0.03759710751
120	0.002768981085	0.1010246949	0.9917818098	0.03758587671
121	0.002761676153	0.1009962729	0.9917864333	0.03748269524
122	0.00276189601	0.1009844203	0.9917883611	0.03748615041
123	0.002761180064	0.1009658341	0.9917913835	0.03747622106
124	0.00275800431	0.1009306266	0.9917971073	0.0374324223
125	0.002757374355	0.1009177537	0.9917991996	0.03742358352
126	0.00275500344	0.1009132726	0.9917999279	0.03738409473
127	0.002754918551	0.1009006162	0.9918019846	0.03738308299
128	0.002754792674	0.1008878679	0.9918040561	0.03738142604
129	0.002754147627	0.100874911	0.9918061611	0.03737320037
130	0.002753726202	0.1008634349	0.9918080254	0.03736791403
131	0.00275382651	0.1008530855	0.9918097064	0.03736954836
132	0.002752905776	0.1008409508	0.9918116772	0.03735660898
133	0.002750630361	0.1008197926	0.9918151129	0.03732160222
134	0.002750476622	0.1008089265	0.9918168771	0.03731970499
135	0.002749914734	0.100797381	0.9918187514	0.03731177441
136	0.002749752448	0.1007862022	0.991820566	0.03730948338
137	0.002749087374	0.1007696794	0.9918232476	0.03730024846
138	0.002748820049	0.1007614053	0.9918245903	0.0372966839
139	0.002748100245	0.1007501383	0.9918264186	0.0372866517
140	0.00274562327	0.1007180059	0.9918316314	0.0372527179
141	0.002744996495	0.1007030853	0.9918340514	0.03724399373
142	0.002744557693	0.1006930919	0.991835672	0.03723849942
143	0.002739990808	0.1006713102	0.9918392038	0.03717484991
144	0.002739482762	0.1006582402	0.9918413227	0.03716834877
145	0.00273519056	0.1006334898	0.9918453344	0.0371076845
146	0.002730788063	0.100611581	0.9918488847	0.03704125841
147	0.002728771681	0.1005848833	0.99185321	0.0370136374
148	0.002728196143	0.1005713768	0.9918553977	0.03700562497
149	0.002724659982	0.1005424493	0.9918600823	0.03695727741
150	0.002722950164	0.1005219021	0.991863409	0.0369335043
151	0.002722848938	0.1005137305	0.9918647318	0.03693238595
152	0.002718826283	0.1004976347	0.9918673371	0.03687590345
153	0.002718459429	0.1004872621	0.9918690158	0.03687077334
154	0.002716724221	0.1004638343	0.9918728067	0.03684701777
155	0.002715371059	0.1004465082	0.9918756097	0.03682825404
156	0.002714510949	0.1004356892	0.9918773597	0.03681586122
157	0.00271053915	0.1004184833	0.9918801425	0.03675991964
158	0.002709928838	0.1004051273	0.9918823023	0.03675044124
159	0.002709814551	0.1003968681	0.9918836378	0.03674905864
160	0.002708057405	0.1003874096	0.991885167	0.036719699
161	0.002704074811	0.1003708429	0.9918878451	0.03665941044
162	0.002703754437	0.100357841	0.9918899467	0.03665433454
163	0.002703333942	0.10035036	0.9918911557	0.03664830954
164	0.002702198697	0.1003369469	0.9918933233	0.03663268038
165	0.002701401185	0.1003085963	0.9918979038	0.03662193502
166	0.00270002786	0.1002932753	0.9919003786	0.03660098558
167	0.002699767948	0.1002837123	0.9919019231	0.03659689693
168	0.002699644217	0.1002769962	0.9919030077	0.0365955061
169	0.00269709959	0.1002733638	0.9919035943	0.03655299656
170	0.002696481223	0.1002553558	0.9919065021	0.03654397057
171	0.002696634938	0.1002472001	0.9919078189	0.0365463067
172	0.002694595054	0.1002297777	0.9919106314	0.03651750862
173	0.002694255967	0.1002177616	0.9919125709	0.03651266651
174	0.002693501935	0.1002061008	0.9919144528	0.03650230857
175	0.002690185955	0.1001861285	0.9919176756	0.03645282694
176	0.002688813668	0.1001735941	0.9919196978	0.03643164956
177	0.00268778212	0.1001503563	0.9919234462	0.03641760129
178	0.00268538276	0.1001345287	0.9919259988	0.03638427432
179	0.002684945256	0.1001220549	0.9919280103	0.03637870467
180	0.002683582678	0.100103846	0.9919309461	0.03635790061
181	0.002683611708	0.1000971072	0.9919320324	0.03635842056
182	0.002682975696	0.100087385	0.9919335996	0.03634963693
183	0.002682393011	0.1000633422	0.9919374745	0.03634187543
184	0.002682195735	0.1000566179	0.9919385581	0.03633950885
185	0.002681922471	0.100049422	0.9919397176	0.0363360705
186	0.002681441886	0.1000411154	0.9919410559	0.03632947417
187	0.00268086667	0.1000249327	0.991943663	0.03632142011
188	0.002680017346	0.1000158705	0.9919451227	0.03630937607
189	0.00267806406	0.1000055192	0.9919467899	0.03628194749
190	0.002677448666	0.09999985547	0.9919477021	0.03627249456
191	0.002677163562	0.099990549	0.9919492008	0.03626891969
192	0.002676726218	0.09997589529	0.9919515603	0.03626311717
193	0.002675841636	0.09996295173	0.9919536442	0.03625097515
194	0.002675365459	0.09995714757	0.9919545785	0.03624396042
195	0.0026749197	0.099949412	0.9919558237	0.03623782618
196	0.002671690281	0.09993401159	0.9919583025	0.03619238867
197	0.002670314127	0.09993262287	0.991958526	0.03616946375
198	0.002669138569	0.09991680944	0.9919610707	0.03615339369
199	0.002668780781	0.09991012038	0.9919621471	0.03614810284
200	0.002666911433	0.09990319777	0.9919632609	0.03611780722
201	0.002666868572	0.0998976942	0.9919641463	0.03611739967
202	0.002666448553	0.09989039339	0.9919653209	0.03611161969
203	0.002666375108	0.09988470116	0.9919662365	0.03611074563
204	0.00266627575	0.09987389017	0.9919679755	0.03610919132
205	0.002665977586	0.09986943641	0.9919686919	0.03610477349
206	0.002666054998	0.09986200505	0.991969887	0.03610599013
207	0.002665832774	0.09984982312	0.9919718461	0.03610237684
208	0.00266387621	0.09983784832	0.9919737716	0.03607316272
209	0.002663737514	0.09982833183	0.9919753016	0.03607140506
210	0.002661241919	0.09981692307	0.9919771357	0.03603342619
211	0.002661123671	0.09981232662	0.9919778745	0.03603193142
212	0.002660805648	0.09980540437	0.9919789872	0.0360269762
213	0.002660501136	0.09979565131	0.9919805548	0.03602222808
214	0.002658822205	0.09979304528	0.9919809736	0.03599420723
215	0.002657516712	0.09977919013	0.9919832002	0.03597574415
216	0.002656960135	0.09976971342	0.9919847229	0.03596804024
217	0.002656530121	0.09976284808	0.991985826	0.03596212944
218	0.002656364335	0.09975481336	0.9919871168	0.03595991864
219	0.002656269193	0.09974901874	0.9919880477	0.03595874112
220	0.002655852439	0.09974255945	0.9919890853	0.03595299308
221	0.002655850094	0.09973823555	0.9919897798	0.03595310662
222	0.002654047335	0.09972217184	0.9919923599	0.0359284336
223	0.0026529125	0.09970951095	0.9919943931	0.03591238281
224	0.002652263977	0.09970293097	0.9919954496	0.03590310118
225	0.002652074884	0.09969710149	0.9919963856	0.03590038579
226	0.002651984771	0.09968829888	0.9919977989	0.03589899552
227	0.002651798356	0.09968092221	0.9919989831	0.03589597756
228	0.002651825962	0.09967469312	0.9919999831	0.03589655366
229	0.002651403018	0.09966947238	0.9920008211	0.03589032531
230	0.002651374085	0.09966093723	0.9920021911	0.03588977567
231	0.002651484857	0.0996557339	0.9920030262	0.03589151701
232	0.002651076675	0.09965081214	0.9920038161	0.03588550973
233	0.002651012976	0.09964584587	0.992004613	0.03588476919
234	0.002651024411	0.09963719909	0.9920060006	0.03588487359
235	0.002650651813	0.09963016524	0.9920071292	0.03587956743
236	0.002649023477	0.09961762785	0.9920091407	0.03585647073
237	0.002648846732	0.09960766047	0.9920107397	0.03585420206
238	0.002648448898	0.09960177532	0.9920116837	0.03584869909
239	0.002648374911	0.09959264613	0.992013148	0.03584772918
240	0.002646952825	0.09958746324	0.9920139793	0.03582502211
241	0.002646647804	0.09957887793	0.9920153562	0.03582086582
242	0.002646273117	0.09957426908	0.9920160953	0.03581536615
243	0.002646306633	0.09957032023	0.9920167285	0.03581590499
244	0.002644109952	0.09955922231	0.992018508	0.03578268324
245	0.002644001206	0.09955415154	0.992019321	0.03578110087
246	0.002643922115	0.09954946463	0.9920200724	0.03577986359
247	0.002643571502	0.09954509195	0.9920207735	0.03577473648
248	0.002643018375	0.09953205617	0.9920228631	0.03576721009
249	0.002643103813	0.09952794366	0.9920235223	0.03576859703
250	0.002642806823	0.09952379877	0.9920241867	0.03576423069
251	0.00264242545	0.09951836425	0.9920250577	0.03575898241
252	0.002640308789	0.09950879007	0.9920265921	0.03572669733
253	0.002640419739	0.09950423586	0.9920273219	0.03572841759
254	0.002639012299	0.09949043659	0.9920295331	0.03570753842
255	0.002638937065	0.09948548522	0.9920303264	0.03570674795
256	0.002638536773	0.09947265384	0.9920323821	0.03570130543
257	0.002638299151	0.09945611838	0.9920350308	0.03569815579
258	0.002637915519	0.09945103708	0.9920358446	0.03569285251
259	0.002637860727	0.09944111233	0.9920374341	0.03569222282
260	0.002636115486	0.0994285624	0.9920394438	0.0356682125
261	0.002634053495	0.09941747624	0.9920412189	0.03563920093
262	0.002633860965	0.0994137168	0.9920418208	0.03563629533
263	0.00263231259	0.09940114911	0.9920438328	0.03561479083
264	0.002629201053	0.09939232884	0.9920452447	0.03557101746
265	0.002628395305	0.09938844293	0.9920458667	0.03555766183
266	0.002628393499	0.0993842499	0.9920465378	0.03555783189
267	0.002628412714	0.09937788112	0.9920475571	0.03555795743
268	0.002627673162	0.0993666226	0.9920493589	0.0355473314
269	0.002627218116	0.09936154171	0.992050172	0.03554038179
270	0.002625656755	0.09935072198	0.9920519032	0.03551833229
271	0.00262572253	0.09934721092	0.992052465	0.03551939529
272	0.002624712762	0.09933808952	0.9920539243	0.03550424054
273	0.002624354839	0.09933335079	0.9920546824	0.03549930356
274	0.002623762635	0.09932645386	0.9920557857	0.03549132333
275	0.002623528616	0.09932323363	0.9920563008	0.0354878294
276	0.002623457149	0.09931558495	0.9920575242	0.03548690601
277	0.002623237583	0.09931248082	0.9920580207	0.03548364008
278	0.00262333802	0.099308687	0.9920586274	0.03548517278
279	0.002623119858	0.09930455381	0.9920592885	0.03548175991
280	0.00262213819	0.09930264685	0.9920595934	0.03546550225
281	0.002622135313	0.09930013442	0.9920599952	0.03546555192
282	0.002621774411	0.09928830815	0.9920618864	0.03546065437
283	0.002621739742	0.09928269724	0.9920627835	0.03545998504
284	0.002621057765	0.09926762992	0.9920651925	0.03545002402
285	0.00262085373	0.09925668442	0.9920669422	0.03544733904
286	0.002621014238	0.09925337457	0.9920674713	0.03544973782
287	0.002620736348	0.0992490339	0.9920681651	0.03544546381
288	0.002619830674	0.09924216277	0.9920692633	0.03543261978
289	0.002619487932	0.09923825414	0.992069888	0.03542789642
290	0.002619546801	0.09923492318	0.9920704203	0.03542889337
291	0.002618426701	0.09922603699	0.9920718404	0.03541218224
292	0.002618167254	0.09922220524	0.9920724527	0.03540829379
293	0.002617968942	0.09921747009	0.9920732093	0.03540579198
294	0.002617360945	0.09920594156	0.9920750513	0.03539755485
295	0.002617321378	0.09920211853	0.9920756621	0.03539709578
296	0.002616819278	0.09919550962	0.9920767179	0.03539012394
297	0.002616225241	0.09918735348	0.9920780208	0.03538162381
298	0.002615529784	0.09918177765	0.9920789115	0.03537021259
299	0.002615469797	0.09917781714	0.9920795441	0.03536944361
300	0.002615328334	0.09916339287	0.9920818478	0.0353675956
301	0.002615201206	0.09915666694	0.9920829219	0.03536598276
302	0.0026148784	0.09915285746	0.9920835302	0.03536151667
303	0.002612926572	0.09914148314	0.9920853464	0.0353346688
304	0.002612237448	0.09913196888	0.9920868654	0.03532514685
305	0.002612412192	0.09912895888	0.9920873459	0.03532777376
306	0.002612309753	0.09912416609	0.992088111	0.03532606921
307	0.00261198111	0.09912066896	0.9920886693	0.03532121848
308	0.002611203873	0.09910872303	0.9920905761	0.03530997883
309	0.002610644947	0.0991043615	0.9920912722	0.03530189376
310	0.002610371239	0.09910079803	0.992091841	0.03529810755
311	0.002609645783	0.09909172142	0.9920932895	0.03528752188
312	0.002609638546	0.09908863145	0.9920937826	0.03528756083
313	0.002609492045	0.09908413506	0.9920945001	0.03528544634
314	0.002607993963	0.09907094944	0.992096604	0.0352633184
315	0.002607620236	0.09906617773	0.9920973653	0.03525793033
316	0.002607560974	0.09906375947	0.9920977511	0.03525715631
317	0.002607633529	0.09906147684	0.9920981153	0.03525831208
318	0.002607475018	0.09905897026	0.9920985152	0.03525579115
319	0.002607298579	0.09904931464	0.9921000555	0.03525345337
320	0.002607250502	0.09904552422	0.9921006601	0.0352529942
321	0.002607184955	0.09904123124	0.9921013449	0.03525215779
322	0.002606367347	0.0990295896	0.9921032016	0.03524098264
323	0.002606160448	0.09902221456	0.9921043778	0.03523821483
324	0.002605875392	0.09901801353	0.9921050477	0.03523426083
325	0.002605498573	0.09901092143	0.9921061786	0.03522917308
326	0.002604521602	0.09900909833	0.9921064693	0.03521299374
327	0.002604369759	0.09900626641	0.9921069208	0.03521064402
328	0.002602484322	0.0989957951	0.9921085904	0.03518255688
329	0.00260227446	0.09899109382	0.9921093399	0.03517942649
330	0.002602008949	0.09898545418	0.9921102389	0.03517573772
331	0.002599526106	0.09897813103	0.9921114063	0.03513829297
332	0.002598525892	0.09897181819	0.9921124125	0.03512406108
333	0.002598374164	0.09896992938	0.9921127136	0.03512167847
334	0.002597286559	0.09896393853	0.9921136684	0.03510643537
335	0.00259722764	0.0989607462	0.9921141772	0.03510581979
336	0.00259694648	0.09895352446	0.9921153281	0.03510174367
337	0.002596810065	0.0989509365	0.9921157405	0.03509958952
338	0.002596740344	0.09894339416	0.9921169424	0.03509868691
339	0.002596839198	0.0989409035	0.9921173393	0.03510024031
340	0.002596586165	0.0989320005	0.9921187578	0.03509686485
341	0.002596036109	0.0989284893	0.9921193172	0.03508932065
342	0.0025950611	0.09892174357	0.9921203919	0.03507573782
343	0.002594978364	0.0989161078	0.9921212897	0.03507463252
344	0.002592954472	0.09890820485	0.9921225486	0.03504609069
345	0.002592850843	0.09890170925	0.9921235833	0.03504475786
346	0.002592634909	0.09889941791	0.9921239482	0.03504154
347	0.002592550647	0.09889755872	0.9921242443	0.03504041576
348	0.002590523079	0.0988891218	0.992125588	0.03501250247
349	0.002590423931	0.09888312031	0.9921265438	0.03501121623
350	0.002590355051	0.09888133287	0.9921268284	0.0350103034
351	0.002590307921	0.0988785381	0.9921272735	0.0350098277
352	0.00258976517	0.09887261491	0.9921282167	0.03500211358
353	0.002589751766	0.0988663662	0.9921292116	0.03500194363
354	0.002589566048	0.09886015784	0.9921302001	0.03499921327
355	0.002589438435	0.09885872718	0.9921304279	0.0349971966
356	0.00258948	0.09885679903	0.9921307348	0.03499789962
357	0.002588354262	0.09884649444	0.9921323753	0.03498140314
358	0.002588193496	0.0988408731	0.9921332701	0.03497925663
359	0.002588077379	0.0988387459	0.9921336087	0.03497739407
360	0.002588013049	0.09883545883	0.9921341319	0.0349765821
361	0.002587928844	0.09883406227	0.9921343542	0.03497519868
362	0.002587156026	0.09882771556	0.9921353644	0.03496354862
363	0.002586825288	0.09882364601	0.9921360121	0.03495879244
364	0.00258684185	0.09881831857	0.9921368599	0.03495899929
365	0.002586649768	0.09881605849	0.9921372196	0.03495614386
366	0.002585614599	0.09880888094	0.9921383618	0.03494073998
367	0.002585504124	0.09880430229	0.9921390904	0.03493924223
368	0.002584079527	0.09879790042	0.992140109	0.03491745892
369	0.002583909646	0.09879580285	0.9921404428	0.03491484851
370	0.002583618647	0.0987907481	0.992141247	0.03491031139
371	0.002582905481	0.09878120188	0.9921427657	0.03490010972
372	0.00258241501	0.09877337102	0.9921440114	0.03489293293
373	0.002582400293	0.0987696206	0.992144608	0.03489276016
374	0.002582353691	0.09876387606	0.9921455217	0.0348920331
375	0.002582487998	0.09876087783	0.9921459986	0.03489403083
376	0.002581472481	0.09875369147	0.9921471416	0.03487982271
377	0.002581343864	0.0987490596	0.9921478782	0.03487783261
378	0.002581086478	0.09874587631	0.9921483844	0.03487418027
379	0.002580750797	0.09874258745	0.9921489074	0.03486941753
380	0.002580588772	0.09873427973	0.9921502285	0.0348672193
381	0.002580557371	0.09873185388	0.9921506142	0.03486692831
382	0.002580563309	0.09872665749	0.9921514404	0.0348670033
383	0.002580371624	0.0987253842	0.9921516429	0.03486382021
384	0.002580216382	0.09872381745	0.992151892	0.03486142275
385	0.00257940539	0.09871536665	0.9921532355	0.03485020559
386	0.002579324759	0.0987115022	0.9921538499	0.03484914858
387	0.002579193445	0.09870863692	0.9921543054	0.03484722965
388	0.002578848044	0.09870052609	0.9921555947	0.0348423287
389	0.00257877597	0.09869695723	0.9921561619	0.03484139274
390	0.002578587174	0.09869455489	0.9921565438	0.03483900211
391	0.002577453627	0.09868438063	0.9921581608	0.03482291463
392	0.002577396249	0.09868113787	0.9921586762	0.03482218413
393	0.002577286152	0.09867782889	0.9921592021	0.03482048423
394	0.00257644641	0.09867236372	0.9921600705	0.03480768157
395	0.00257661076	0.09866956545	0.9921605152	0.03481012929
396	0.00257645438	0.09866791893	0.9921607768	0.03480761403
397	0.002575846183	0.09866262246	0.9921616184	0.03479855648
398	0.002575670712	0.09865637789	0.9921626106	0.03479606207
399	0.002574719086	0.09864840658	0.9921638771	0.03478255649
400	0.002574467461	0.09864191451	0.9921649084	0.03477898265
401	0.002573519803	0.09863418979	0.9921661355	0.03476495767
402	0.00257343438	0.09863193641	0.9921664935	0.03476380489
403	0.002573336333	0.09862891493	0.9921669734	0.03476227751
404	0.002572872849	0.09862092824	0.9921682419	0.03475544356
405	0.002572794223	0.09861794194	0.9921687162	0.03475441456
406	0.002572677272	0.09861659141	0.9921689307	0.03475257136
407	0.002571564776	0.09860879069	0.9921701696	0.03473601778
408	0.002571186913	0.09860385602	0.9921709532	0.03473063656
409	0.002570739592	0.09859725127	0.992172002	0.0347240554
410	0.002569619153	0.09858941475	0.9921732463	0.03470850991
411	0.00256941814	0.09858507352	0.9921739355	0.03470579785
412	0.00256946964	0.09858370082	0.9921741535	0.03470652058
413	0.002569364061	0.09858259614	0.9921743289	0.03470482716
414	0.002568784063	0.09857665961	0.9921752713	0.03469672409
415	0.002568272427	0.09857163489	0.992176069	0.03468952278
416	0.002568213578	0.09856919752	0.9921764559	0.0346887281
417	0.002566693775	0.09856331242	0.9921773901	0.03466734765
418	0.002566256283	0.09855835644	0.9921781768	0.03466137376
419	0.002566102938	0.0985548557	0.9921787324	0.03465927931
420	0.002566120106	0.09854693478	0.9921799896	0.03465953346
421	0.002566022683	0.09854411035	0.9921804378	0.0346580103
422	0.002565848215	0.09854259347	0.9921806785	0.03465537432
423	0.002565119162	0.09853796056	0.9921814138	0.03464372175
424	0.002565028942	0.09853491174	0.9921818976	0.0346423467
425	0.00256407671	0.09852918549	0.9921828062	0.0346281099
426	0.00256399827	0.09852573585	0.9921833536	0.03462708989
427	0.002563907785	0.09852041467	0.9921841979	0.03462580751
428	0.002563768026	0.09851759612	0.9921846451	0.03462379299
429	0.002563648303	0.09851610064	0.9921848824	0.03462189062
430	0.002562724558	0.0985097191	0.9921858948	0.03460836586
431	0.002561981274	0.09850219311	0.9921870887	0.03459733025
432	0.0025613819	0.09849837894	0.9921876938	0.03458765733
433	0.002561330948	0.09849410125	0.9921883723	0.03458694772
434	0.00256073144	0.09848934457	0.9921891268	0.03457801887
435	0.00256053346	0.09848176599	0.9921903288	0.03457537458
436	0.002560081928	0.09847831902	0.9921908755	0.0345691487
437	0.002559859008	0.0984765618	0.9921911542	0.0345659265
438	0.00255949499	0.09847588417	0.9921912617	0.03455982143
439	0.002559211674	0.09847261458	0.9921917802	0.03455555112
440	0.00255903746	0.09846985064	0.9921922185	0.03455289642
441	0.002558724799	0.09846579398	0.9921928618	0.03454800414
442	0.002558284495	0.09845888437	0.9921939575	0.03454152981
443	0.002556770996	0.09845246363	0.9921949756	0.03452025257
444	0.002556388463	0.09844940437	0.9921954606	0.03451502726
445	0.002555476645	0.09844351702	0.992196394	0.03450142216
446	0.002555281914	0.09844090736	0.9921968077	0.03449855477
447	0.002555108106	0.09843610568	0.992197569	0.03449590156
448	0.002554332495	0.09843206601	0.9921982093	0.03448431878
449	0.002554025041	0.09842749908	0.9921989333	0.03448004903
450	0.002553979829	0.09842524656	0.9921992903	0.03447944296
451	0.002553504944	0.09842295713	0.9921996532	0.0344721718
452	0.002553490622	0.09842144825	0.9921998924	0.03447199713
453	0.00255349165	0.09841873542	0.9922003224	0.03447210487
454	0.002553285139	0.09841809379	0.9922004241	0.03446861283
455	0.002553141284	0.09841297987	0.9922012346	0.03446677279
456	0.002552817822	0.09841011393	0.9922016888	0.03446235411
457	0.00255228115	0.09840678166	0.9922022169	0.03445476167
458	0.002551295988	0.09840128352	0.9922030883	0.0344410675
459	0.00255056142	0.09839451672	0.9922041606	0.03443064946
460	0.002550272418	0.09839029289	0.9922048299	0.03442670371
461	0.002550020977	0.09838891161	0.9922050487	0.03442315807
462	0.00254988916	0.09838726826	0.9922053091	0.03442118403
463	0.002549626258	0.09838112131	0.9922062831	0.03441754323
464	0.002549404021	0.09837576036	0.9922071324	0.03441439634
465	0.002549338422	0.09837362607	0.9922074706	0.03441349003
466	0.002549051888	0.09836812438	0.9922083422	0.03440927978
